player_id,country,group,full_name,espn_name,squad_number,position,date_of_birth,age,height,weight,club,league,in_top_league,caps,international_goals,market_value_eur,market_value_fmt,tm_player_id,sofa_player_id,sofa_club,sofa_league,club_conflict,confidence,data_sources
argentina_5,Argentina,J,Leandro Paredes,,5,MF,1994-06-29,31,"5' 11""",161 lbs,Boca Juniors,,False,77,5,5000000,€5m,166237,255389,Boca Juniors,Liga Profesional de Fútbol,False,100,wikipedia;transfermarkt;sofascore
argentina_6,Argentina,J,Lisandro Martínez,,6,DF,1998-01-18,28,"5' 9""",172 lbs,Manchester United,Premier League,True,27,1,40000000,€40m,480762,859999,Manchester United,Premier League,False,100,wikipedia;transfermarkt;sofascore
argentina_7,Argentina,J,Rodrigo De Paul,,7,MF,1994-05-24,32,"5' 11""",161 lbs,Inter Miami CF,,False,86,2,14000000,€14m,255901,249399,Inter Miami CF,MLS,False,100,wikipedia;transfermarkt;sofascore
argentina_8,Argentina,J,Valentín Barco,,8,MF,2004-07-23,21,"5' 7""",148 lbs,Strasbourg,Ligue 1,True,3,1,40000000,€40m,849410,1127057,RC Strasbourg,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
argentina_9,Argentina,J,Julián Alvarez,Julián Álvarez,9,FW,2000-01-31,26,"5' 7""",157 lbs,Atlético Madrid,La Liga,True,51,14,100000000,€100m,576024,944656,Atlético Madrid,LaLiga,False,100,wikipedia;transfermarkt;sofascore
argentina_10,Argentina,J,Lionel Messi(captain),Lionel Messi,10,FW,1987-06-24,38,"5' 7""",148 lbs,Inter Miami CF,,False,198,116,,,,,,,False,50,wikipedia
argentina_11,Argentina,J,Giovani Lo Celso,,11,MF,1996-04-09,30,"5' 10""",150 lbs,Real Betis,La Liga,True,66,4,8000000,€8m,348795,798835,Real Betis,LaLiga,False,100,wikipedia;transfermarkt;sofascore
argentina_12,Argentina,J,Gerónimo Rulli,,12,GK,1992-05-20,34,"6' 2""",174 lbs,Marseille,Ligue 1,True,7,0,6000000,€6m,229604,128383,Olympique de Marseille,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
argentina_13,Argentina,J,Cristian Romero,,13,DF,1998-04-27,28,"6' 1""",172 lbs,Tottenham Hotspur,Premier League,True,50,3,45000000,€45m,355915,829932,Tottenham Hotspur,Premier League,False,100,wikipedia;transfermarkt;sofascore
argentina_14,Argentina,J,Exequiel Palacios,,14,MF,1998-10-05,27,"5' 9""",159 lbs,Bayer Leverkusen,Bundesliga,True,39,0,25000000,€25m,401578,822600,Bayer 04 Leverkusen,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
argentina_15,Argentina,J,Nicolás González,Nico González,15,FW,1998-04-06,28,"5' 11""",170 lbs,Atlético Madrid,La Liga,True,50,6,22000000,€22m,486031,901325,Atlético Madrid,LaLiga,False,100,wikipedia;transfermarkt;sofascore
argentina_16,Argentina,J,Thiago Almada,,16,MF,2001-04-26,25,"5' 7""",139 lbs,Atlético Madrid,La Liga,True,15,4,15000000,€15m,576028,944660,Atlético Madrid,LaLiga,False,100,wikipedia;transfermarkt;sofascore
argentina_17,Argentina,J,Giuliano Simeone,,17,FW,2002-12-18,23,"5' 8""",163 lbs,Atlético Madrid,La Liga,True,12,2,40000000,€40m,742201,1099352,Atlético Madrid,LaLiga,False,100,wikipedia;transfermarkt;sofascore
argentina_18,Argentina,J,Nico Paz,,18,FW,2004-09-08,21,"6' 1""",172 lbs,Como,Serie A,True,8,1,80000000,€80m,948294,1171451,Como,"Serie C, Girone A",False,100,wikipedia;transfermarkt;sofascore
argentina_19,Argentina,J,Nicolás Otamendi,,19,DF,1988-02-12,38,"6' 0""",183 lbs,Benfica,,False,131,8,1000000,€1m,54781,74915,Benfica,Liga Portugal Betclic,False,100,wikipedia;transfermarkt;sofascore
argentina_20,Argentina,J,Alexis Mac Allister,,20,MF,1998-12-24,27,"5' 9""",163 lbs,Liverpool,Premier League,True,45,6,70000000,€70m,534033,895324,Liverpool FC,Premier League,False,100,wikipedia;transfermarkt;sofascore
argentina_21,Argentina,J,José Manuel López,,21,FW,2000-12-06,25,"6' 3""",170 lbs,Palmeiras,,False,4,0,25000000,€25m,844797,1094179,Palmeiras,Brasileirão Betano,False,100,wikipedia;transfermarkt;sofascore
argentina_22,Argentina,J,Lautaro Martínez,,22,FW,1997-08-22,28,"5' 9""",152 lbs,Inter Milan,Serie A,True,76,37,85000000,€85m,406625,823984,Inter,Serie A,False,100,wikipedia;transfermarkt;sofascore
argentina_23,Argentina,J,Emiliano Martínez,,23,GK,1992-09-02,33,"6' 5""",214 lbs,Aston Villa,Premier League,True,59,0,12000000,€12m,111873,158263,Aston Villa,Premier League,False,100,wikipedia;transfermarkt;sofascore
argentina_24,Argentina,J,Enzo Fernández,,24,MF,2001-01-17,25,"5' 10""",161 lbs,Chelsea,Premier League,True,41,6,90000000,€90m,648195,974505,Chelsea,Premier League,False,100,wikipedia;transfermarkt;sofascore
argentina_25,Argentina,J,Facundo Medina,,25,DF,1999-05-28,27,"6' 0""",172 lbs,Marseille,Ligue 1,True,8,0,18000000,€18m,474800,860307,Olympique de Marseille,Ligue 1,False,100,wikipedia;transfermarkt;sofascore
argentina_26,Argentina,J,Nahuel Molina,,26,DF,1998-04-06,28,"5' 9""",152 lbs,Atlético Madrid,La Liga,True,58,1,15000000,€15m,424042,831799,Atlético Madrid,LaLiga,False,100,wikipedia;transfermarkt;sofascore
australia_1,Australia,D,Mathew Ryan(captain),Mathew Ryan,1,GK,1992-04-08,34,"6' 0""",181 lbs,Levante,,False,104,0,,,,,,,False,50,wikipedia
australia_2,Australia,D,Miloš Degenek,Milos Degenek,2,DF,1994-04-28,32,"6' 2""",181 lbs,APOEL,,False,57,1,450000,€450k,187353,155961,APOEL Nicosia,Cyprus League by Stoiximan,False,100,wikipedia;transfermarkt;sofascore
australia_3,Australia,D,Alessandro Circati,,3,DF,2003-10-10,22,"6' 3""",185 lbs,Parma,Serie A,True,13,1,12000000,€12m,867137,1155423,Parma,Serie B,False,100,wikipedia;transfermarkt;sofascore
australia_4,Australia,D,Jacob Italiano,,4,DF,2001-07-30,24,"5' 10""",159 lbs,Grazer AK,,False,5,0,600000,€600k,545810,907217,Grazer AK 1902,2. Liga,False,100,wikipedia;transfermarkt;sofascore
australia_5,Australia,D,Jordan Bos,,5,DF,2002-10-29,23,"6' 0""",183 lbs,Feyenoord,,False,27,4,12000000,€12m,855731,1144138,Feyenoord,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
australia_6,Australia,D,Jason Geria,,6,DF,1993-05-10,33,"6' 0""",163 lbs,Albirex Niigata,,False,14,0,350000,€350k,185175,303258,Albirex Niigata,J2 League,False,100,wikipedia;transfermarkt;sofascore
australia_7,Australia,D,Mathew Leckie,,7,FW,1991-02-04,35,"5' 11""",172 lbs,Melbourne City,,False,80,14,300000,€300k,126214,122570,Melbourne City,A-League Men,False,100,wikipedia;transfermarkt;sofascore
australia_8,Australia,D,Connor Metcalfe,,8,MF,1999-11-05,26,"6' 0""",163 lbs,FC St. Pauli,Bundesliga,False,36,1,1500000,€1.5m,522223,888854,FC St. Pauli,2. Bundesliga,False,100,wikipedia;transfermarkt;sofascore
australia_9,Australia,D,Mohamed Touré,Mohamed Toure,9,FW,2004-03-26,22,"6' 1""",172 lbs,Norwich City,,False,10,2,8000000,€8m,742770,1019061,Norwich City,Premier League,False,100,wikipedia;transfermarkt;sofascore
australia_10,Australia,D,Ajdin Hrustic,,10,MF,1996-07-05,29,"6' 0""",172 lbs,Heracles Almelo,,False,37,4,600000,€600k,265625,788284,Heracles Almelo,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
australia_11,Australia,D,Awer Mabil,,11,MF,1995-09-15,30,"5' 10""",161 lbs,Castellón,,False,38,10,500000,€500k,255729,307082,CD Castellón,Primera Federación,False,100,wikipedia;transfermarkt;sofascore
australia_12,Australia,D,Paul Izzo,,12,GK,1995-01-06,31,"6' 1""",179 lbs,Randers,,False,4,0,500000,€500k,181921,155925,Randers FC,Danish Superliga,False,100,wikipedia;transfermarkt;sofascore
australia_13,Australia,D,Aiden O'Neill,,13,MF,1998-07-04,27,"6' 0""",152 lbs,New York City FC,,False,31,0,3000000,€3m,385918,847938,New York City FC,MLS,False,100,wikipedia;transfermarkt;sofascore
australia_14,Australia,D,Cammy Devlin,Cameron Devlin,14,MF,1998-06-07,28,"5' 7""",150 lbs,Heart of Midlothian,,False,5,0,2000000,€2m,399162,944054,Heart of Midlothian,Scottish Premiership,False,100,wikipedia;transfermarkt;sofascore
australia_15,Australia,D,Kai Trewin,,15,DF,2001-05-18,25,"6' 0""",161 lbs,New York City FC,,False,6,0,1800000,€1.8m,691326,991364,New York City FC,MLS,False,100,wikipedia;transfermarkt;sofascore
australia_16,Australia,D,Aziz Behich,,16,DF,1990-12-16,35,"5' 7""",150 lbs,Melbourne City,,False,84,3,250000,€250k,136834,576220,Melbourne City,A-League Men,False,100,wikipedia;transfermarkt;sofascore
australia_17,Australia,D,Nestory Irankunda,,17,FW,2006-02-09,20,"5' 9""",163 lbs,Watford,,False,15,5,8000000,€8m,956920,1144687,Watford,Premier League,False,100,wikipedia;transfermarkt;sofascore
australia_18,Australia,D,Patrick Beach,,18,GK,2003-08-06,22,"6' 3""",183 lbs,Melbourne City,,False,2,0,1000000,€1m,983578,1177240,Melbourne City,A-League Men,False,100,wikipedia;transfermarkt;sofascore
australia_19,Australia,D,Harry Souttar,,19,DF,1998-10-22,27,"6' 6""",218 lbs,Leicester City,Premier League,True,38,11,3500000,€3.5m,298091,808680,Leicester City,Premier League,False,100,wikipedia;transfermarkt;sofascore
australia_20,Australia,D,Cristian Volpato,,20,MF,2003-11-15,22,"6' 2""",168 lbs,Sassuolo,,True,1,0,10000000,€10m,746891,1155625,Sassuolo,Serie A,False,100,wikipedia;transfermarkt;sofascore
australia_21,Australia,D,Cameron Burgess,,21,DF,1995-10-21,30,"6' 4""",203 lbs,Swansea City,,False,27,0,1500000,€1.5m,255788,358084,Swansea City,Championship,False,100,wikipedia;transfermarkt;sofascore
australia_22,Australia,D,Jackson Irvine,,22,MF,1993-03-07,33,"6' 2""",161 lbs,FC St. Pauli,Bundesliga,False,82,14,1000000,€1m,192557,181581,FC St. Pauli,2. Bundesliga,False,100,wikipedia;transfermarkt;sofascore
australia_23,Australia,D,Nishan Velupillay,,23,FW,2001-05-07,25,"5' 11""",170 lbs,Melbourne Victory,,False,7,3,650000,€650k,888140,1118467,Melbourne Victory,A-League Men,False,100,wikipedia;transfermarkt;sofascore
australia_24,Australia,D,Paul Okon-Engstler,,24,MF,2005-01-24,21,"6' 1""",183 lbs,Sydney FC,,False,6,0,1200000,€1.2m,1064377,1411105,Sydney FC,A-League Men,False,100,wikipedia;transfermarkt;sofascore
australia_25,Australia,D,Lucas Herrington,,25,DF,2007-09-05,18,"6' 4""",174 lbs,Colorado Rapids,,False,4,0,4500000,€4.5m,1279984,1646783,Colorado Rapids,MLS,False,100,wikipedia;transfermarkt;sofascore
australia_26,Australia,D,Tete Yengi,,26,FW,2000-11-28,25,"6' 6""",183 lbs,Machida Zelvia,,False,1,1,450000,€450k,849429,1096517,Machida Zelvia,J2 League,False,100,wikipedia;transfermarkt;sofascore
austria_1,Austria,J,Alexander Schlager,,1,GK,1996-02-01,30,"6' 0""",174 lbs,Red Bull Salzburg,,False,26,0,2000000,€2m,186374,282073,Red Bull Salzburg,Austrian Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_2,Austria,J,David Affengruber,,2,DF,2001-03-19,25,"6' 1""",172 lbs,Elche,,False,1,0,20000000,€20m,452483,988672,Elche,LaLiga,False,100,wikipedia;transfermarkt;sofascore
austria_3,Austria,J,Kevin Danso,,3,DF,1998-09-19,27,"6' 3""",185 lbs,Tottenham Hotspur,Premier League,True,32,0,20000000,€20m,263236,794953,Tottenham Hotspur,Premier League,False,100,wikipedia;transfermarkt;sofascore
austria_4,Austria,J,Xaver Schlager,,4,MF,1997-09-28,28,"5' 9""",172 lbs,RB Leipzig,Bundesliga,True,51,4,10000000,€10m,223979,791079,RB Leipzig,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_5,Austria,J,Stefan Posch,,5,DF,1997-05-14,29,"6' 3""",181 lbs,Mainz 05,,True,52,5,6000000,€6m,223974,355486,1. FSV Mainz 05,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_6,Austria,J,Nicolas Seiwald,,6,MF,2001-05-04,25,"5' 11""",174 lbs,RB Leipzig,Bundesliga,True,47,1,25000000,€25m,404950,976575,RB Leipzig,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_7,Austria,J,Marko Arnautović,Marko Arnautovic,7,FW,1989-04-19,37,"6' 4""",192 lbs,Red Star Belgrade,,False,133,47,2000000,€2m,41384,21927,FK Crvena zvezda,Mozzart Bet Superliga,False,100,wikipedia;transfermarkt;sofascore
austria_8,Austria,J,David Alaba(captain),David Alaba,8,DF,1992-06-24,33,"5' 11""",172 lbs,Real Madrid,La Liga,True,113,15,,,,,,,False,50,wikipedia
austria_9,Austria,J,Marcel Sabitzer,,9,MF,1994-03-17,32,"5' 10""",170 lbs,Borussia Dortmund,Bundesliga,True,98,26,6000000,€6m,106987,133908,Borussia Dortmund,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_10,Austria,J,Florian Grillitsch,,10,MF,1995-08-07,30,"6' 2""",161 lbs,Braga,,False,58,1,2500000,€2.5m,195736,186719,Sporting Braga,Liga Portugal Betclic,False,100,wikipedia;transfermarkt;sofascore
austria_11,Austria,J,Michael Gregoritsch,,11,FW,1994-04-18,32,"6' 4""",201 lbs,FC Augsburg,Bundesliga,True,75,24,1500000,€1.5m,120205,111483,FC Augsburg,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_12,Austria,J,Florian Wiegele,,12,GK,2001-03-21,25,"6' 9""",214 lbs,Viktoria Plzeň,,False,1,0,2200000,€2.2m,393999,869476,FC Viktoria Plzeň,Czech First League,False,100,wikipedia;transfermarkt;sofascore
austria_13,Austria,J,Patrick Pentz,,13,GK,1997-01-02,29,"6' 0""",179 lbs,Brøndby,,False,18,0,2200000,€2.2m,223972,788319,Brøndby IF,Danish Superliga,False,100,wikipedia;transfermarkt;sofascore
austria_14,Austria,J,Saša Kalajdžić,Sasa Kalajdzic,14,FW,1997-07-07,28,"6' 7""",196 lbs,LASK,,False,22,4,4000000,€4m,369567,870038,LASK,Austrian Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_15,Austria,J,Philipp Lienhart,,15,DF,1996-07-11,29,"6' 2""",183 lbs,SC Freiburg,Bundesliga,True,41,3,10000000,€10m,225657,576266,SC Freiburg,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_16,Austria,J,Phillipp Mwene,,16,DF,1994-01-29,32,"5' 7""",146 lbs,Mainz 05,,True,30,0,1500000,€1.5m,127573,138126,1. FSV Mainz 05,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_17,Austria,J,Carney Chukwuemeka,,17,MF,2003-10-20,22,"6' 2""",170 lbs,Borussia Dortmund,Bundesliga,True,3,1,20000000,€20m,659459,994556,Borussia Dortmund,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_18,Austria,J,Romano Schmid,,18,MF,2000-01-27,26,"5' 6""",150 lbs,Werder Bremen,Bundesliga,True,34,3,15000000,€15m,346853,830127,SV Werder Bremen,2. Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_20,Austria,J,Konrad Laimer,,20,MF,1997-05-27,29,"5' 11""",159 lbs,Bayern Munich,Bundesliga,True,57,7,32000000,€32m,223967,355492,FC Bayern München,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_21,Austria,J,Patrick Wimmer,,21,MF,2001-05-30,25,"6' 0""",170 lbs,VfL Wolfsburg,Bundesliga,True,30,1,12000000,€12m,533295,987504,VfL Wolfsburg,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_22,Austria,J,Alexander Prass,,22,DF,2001-05-26,25,"6' 0""",159 lbs,TSG Hoffenheim,Bundesliga,True,19,0,9000000,€9m,434116,978062,TSG Hoffenheim,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_23,Austria,J,Marco Friedl,,23,DF,1998-03-16,28,"6' 2""",181 lbs,Werder Bremen,Bundesliga,True,11,0,10000000,€10m,156990,825771,SV Werder Bremen,2. Bundesliga,False,100,wikipedia;transfermarkt;sofascore
austria_24,Austria,J,Paul Wanner,,24,MF,2005-12-23,20,"6' 1""",163 lbs,PSV Eindhoven,,False,3,0,22000000,€22m,900909,1146018,PSV Eindhoven,VriendenLoterij Eredivisie,False,100,wikipedia;transfermarkt;sofascore
austria_25,Austria,J,Michael Svoboda,,25,DF,1998-10-15,27,"6' 5""",190 lbs,Venezia,Serie A,True,4,0,3500000,€3.5m,438961,888340,Venezia,Serie A,False,100,wikipedia;transfermarkt;sofascore
austria_26,Austria,J,Alessandro Schöpf,,26,MF,1994-02-07,32,"5' 10""",161 lbs,Wolfsberger AC,,False,35,6,800000,€800k,118397,147776,Wolfsberger AC,Austrian Bundesliga,False,100,wikipedia;transfermarkt;sofascore
belgium_1,Belgium,G,Thibaut Courtois,,1,GK,1992-05-11,34,"6' 7""",212 lbs,Real Madrid,La Liga,True,109,0,15000000,€15m,108390,70988,Real Madrid,LaLiga,False,100,wikipedia;transfermarkt;sofascore
belgium_2,Belgium,G,Zeno Debast,,2,DF,2003-10-24,22,"6' 3""",163 lbs,Sporting CP,,False,26,1,28000000,€28m,548193,1126512,Sporting CP,Liga Portugal Betclic,False,100,wikipedia;transfermarkt;sofascore
belgium_3,Belgium,G,Arthur Theate,,3,DF,2000-05-25,26,"6' 1""",172 lbs,Eintracht Frankfurt,Bundesliga,True,33,1,17000000,€17m,368891,965778,Eintracht Frankfurt,Bundesliga,False,100,wikipedia;transfermarkt;sofascore
belgium_4,Belgium,G,Brandon Mechele,,4,DF,1993-01-28,33,"6' 3""",172 lbs,Club Brugge,,False,9,1,2800000,€2.8m,236168,248331,Club Brugge KV,Pro League,False,100,wikipedia;transfermarkt;sofascore
belgium_5,Belgium,G,Maxim De Cuyper,,5,DF,2000-12-22,25,"6' 0""",157 lbs,Brighton & Hove Albion,Premier League,True,19,4,22000000,€22m,429915,997152,Brighton & Hove Albion,Premier League,False,100,wikipedia;transfermarkt;sofascore
belgium_6,Belgium,G,Axel Witsel,,6,MF,1989-01-12,37,"6' 1""",181 lbs,Girona,La Liga,False,138,12,1200000,€1.2m,35047,35612,Girona FC,LaLiga 2,False,100,wikipedia;transfermarkt;sofascore
belgium_7,Belgium,G,Kevin De Bruyne,,7,MF,1991-06-28,34,"5' 11""",172 lbs,Napoli,Serie A,True,119,37,8000000,€8m,88755,70996,SSC Napoli,Serie A,False,100,wikipedia;transfermarkt;sofascore
belgium_8,Belgium,G,Youri Tielemans(captain),Youri Tielemans,8,MF,1997-05-07,29,"5' 9""",159 lbs,Aston Villa,Premier League,True,85,13,,,,,,,False,50,wikipedia
belgium_9,Belgium,G,Romelu Lukaku,,9,FW,1993-05-13,33,"6' 3""",225 lbs,Napoli,Serie A,True,126,90,6000000,€6m,96341,78893,SSC Napoli,Serie A,False,100,wikipedia;transfermarkt;sofascore
belgium_10,Belgium,G,Leandro Trossard,,10,FW,1994-12-04,31,"5' 8""",141 lbs,Arsenal,Premier League,True,51,12,18000000,€18m,144028,135666,Arsenal,Premier League,False,100,wikipedia;transfermarkt;sofascore
belgium_11,Belgium,G,Jérémy Doku,,11,FW,2002-05-27,24,"5' 8""",181 lbs,Manchester City,Premier League,True,43,7,75000000,€75m,486049,934386,Manchester City,Premier League,False,100,wikipedia;transfermarkt;sofascore
belgium_12,Belgium,G,Senne Lammens,,12,GK,2002-07-07,23,"6' 4""",192 lbs,Manchester United,Premier League,True,2,0,35000000,€35m,503883,964753,Manchester United,Premier League,False,100,wikipedia;transfermarkt;sofascore
belgium_13,Belgium,G,Mike Penders,,13,GK,2005-07-31,20,"6' 7""",227 lbs,Strasbourg,Ligue 1,True,0,0,25000000,€25m,834397,1149148,RC Strasbourg,Ligue 1,False,95,wikipedia;transfermarkt;sofascore
belgium_14,Belgium,G,Dodi Lukébakio,,14,FW,1997-09-24,28,"6' 2""",170 lbs,Benfica,,False,30,6,15000000,€15m,303259,823631,Benfica,Liga Portugal Betclic,False,100,wikipedia;transfermarkt;sofascore
